timestamp,Direct radiation
20200105T1700,36.489998
20200105T1800,0.0
20200105T1900,0.0
20200105T2000,0.0
20200105T2100,0.0
20200105T2200,0.0
20200105T2300,0.0
20200106T0000,0.0
20200106T0100,0.0
20200106T0200,0.0
20200106T0300,0.0
20200106T0400,0.0
20200106T0500,0.0
20200106T0600,0.0
20200106T0700,0.0
20200106T0800,0.0
20200106T0900,23.14
20200106T1000,137.95
20200106T1100,244.75
20200106T1200,322.18
20200106T1300,339.97998
20200106T1400,321.29
20200106T1500,258.99
20200106T1600,158.42
20200106T1700,39.16
20200106T1800,0.0
20200106T1900,0.0
20200106T2000,0.0
20200106T2100,0.0
20200106T2200,0.0
20200106T2300,0.0
20200107T0000,0.0
20200107T0100,0.0
20200107T0200,0.0
20200107T0300,0.0
20200107T0400,0.0
20200107T0500,0.0
20200107T0600,0.0
20200107T0700,0.0
20200107T0800,0.0
20200107T0900,11.57
20200107T1000,76.54
20200107T1100,121.04
20200107T1200,202.03
20200107T1300,340.87
20200107T1400,319.51
20200107T1500,224.28
20200107T1600,169.98999
20200107T1700,42.72
20200107T1800,0.0
20200107T1900,0.0
20200107T2000,0.0
20200107T2100,0.0
20200107T2200,0.0
20200107T2300,0.0
20200108T0000,0.0
20200108T0100,0.0
20200108T0200,0.0
20200108T0300,0.0
20200108T0400,0.0
20200108T0500,0.0
20200108T0600,0.0
20200108T0700,0.0
20200108T0800,0.0
20200108T0900,15.13
20200108T1000,77.43
20200108T1100,175.33
20200108T1200,279.46
20200108T1300,266.11
20200108T1400,215.37999
20200108T1500,145.95999
20200108T1600,73.869995
20200108T1700,19.58
20200108T1800,0.0
20200108T1900,0.0
20200108T2000,0.0
20200108T2100,0.0
20200108T2200,0.0
20200108T2300,0.0
20200109T0000,0.0
20200109T0100,0.0
20200109T0200,0.0
20200109T0300,0.0
20200109T0400,0.0
20200109T0500,0.0
20200109T0600,0.0
20200109T0700,0.0
20200109T0800,0.0
20200109T0900,18.69
20200109T1000,111.25
20200109T1100,161.98
20200109T1200,281.24
20200109T1300,328.41
20200109T1400,328.41
20200109T1500,270.56
20200109T1600,173.55
20200109T1700,50.73
20200109T1800,0.0
20200109T1900,0.0
20200109T2000,0.0
20200109T2100,0.0
20200109T2200,0.0
20200109T2300,0.0
20200110T0000,0.0
20200110T0100,0.0
20200110T0200,0.0
20200110T0300,0.0
20200110T0400,0.0
20200110T0500,0.0
20200110T0600,0.0
20200110T0700,0.0
20200110T0800,0.0
20200110T0900,22.25
20200110T1000,137.95
20200110T1100,243.86
20200110T1200,314.16998
20200110T1300,327.52
20200110T1400,300.82
20200110T1500,250.98
20200110T1600,138.84
20200110T1700,39.16
20200110T1800,0.0
20200110T1900,0.0
20200110T2000,0.0
20200110T2100,0.0
20200110T2200,0.0
20200110T2300,0.0
20200111T0000,0.0
20200111T0100,0.0
20200111T0200,0.0
20200111T0300,0.0
20200111T0400,0.0
20200111T0500,0.0
20200111T0600,0.0
20200111T0700,0.0
20200111T0800,0.0
20200111T0900,14.24
20200111T1000,91.67
20200111T1100,161.09
20200111T1200,202.03
20200111T1300,355.11
20200111T1400,335.53
20200111T1500,274.12
20200111T1600,173.55
20200111T1700,52.51
20200111T1800,0.0
20200111T1900,0.0
20200111T2000,0.0
20200111T2100,0.0
20200111T2200,0.0
20200111T2300,0.0
20200112T0000,0.0
20200112T0100,0.0
20200112T0200,0.0
20200112T0300,0.0
20200112T0400,0.0
20200112T0500,0.0
20200112T0600,0.0
20200112T0700,0.0
20200112T0800,0.0
20200112T0900,28.48
20200112T1000,156.64
20200112T1100,265.22
20200112T1200,338.19998
20200112T1300,364.00998
20200112T1400,346.21
20200112T1500,285.69
20200112T1600,185.12
20200112T1700,59.629997
20200112T1800,0.0
20200112T1900,0.0
20200112T2000,0.0
20200112T2100,0.0
20200112T2200,0.0
20200112T2300,0.0
20200113T0000,0.0
20200113T0100,0.0
20200113T0200,0.0
20200113T0300,0.0
20200113T0400,0.0
20200113T0500,0.0
20200113T0600,0.0
20200113T0700,0.0
20200113T0800,0.0
20200113T0900,12.46
20200113T1000,101.46
20200113T1100,224.28
20200113T1200,310.61
20200113T1300,276.79
20200113T1400,276.79
20200113T1500,264.33
20200113T1600,172.66
20200113T1700,34.71
20200113T1800,0.0
20200113T1900,0.0
20200113T2000,0.0
20200113T2100,0.0
20200113T2200,0.0
20200113T2300,0.0
20200114T0000,0.0
20200114T0100,0.0
20200114T0200,0.0
20200114T0300,0.0
20200114T0400,0.0
20200114T0500,0.0
20200114T0600,0.0
20200114T0700,0.0
20200114T0800,0.0
20200114T0900,24.92
20200114T1000,124.6
20200114T1100,258.1
20200114T1200,329.3
20200114T1300,353.33
20200114T1400,329.3
20200114T1500,270.56
20200114T1600,180.67
20200114T1700,62.3
20200114T1800,0.0
20200114T1900,0.0
20200114T2000,0.0
20200114T2100,0.0
20200114T2200,0.0
20200114T2300,0.0
20200115T0000,0.0
20200115T0100,0.0
20200115T0200,0.0
20200115T0300,0.0
20200115T0400,0.0
20200115T0500,0.0
20200115T0600,0.0
20200115T0700,0.0
20200115T0800,0.0
20200115T0900,26.699999
20200115T1000,157.53
20200115T1100,267.88998
20200115T1200,343.54
20200115T1300,371.13
20200115T1400,356.0
20200115T1500,295.47998
20200115T1600,196.69
20200115T1700,70.31
20200115T1800,0.0
20200115T1900,0.0
20200115T2000,0.0
20200115T2100,0.0
20200115T2200,0.0
20200115T2300,0.0
20200116T0000,0.0
20200116T0100,0.0
20200116T0200,0.0
20200116T0300,0.0
20200116T0400,0.0
20200116T0500,0.0
20200116T0600,0.0
20200116T0700,0.0
20200116T0800,0.0
20200116T0900,28.48
20200116T1000,149.52
20200116T1100,256.32
20200116T1200,330.19
20200116T1300,357.78
20200116T1400,342.65
20200116T1500,283.91
20200116T1600,186.01
20200116T1700,64.08
20200116T1800,0.0
20200116T1900,0.0
20200116T2000,0.0
20200116T2100,0.0
20200116T2200,0.0
20200116T2300,0.0
20200117T0000,0.0
20200117T0100,0.0
20200117T0200,0.0
20200117T0300,0.0
20200117T0400,0.0
20200117T0500,0.0
20200117T0600,0.0
20200117T0700,0.0
20200117T0800,0.0
20200117T0900,28.48
20200117T1000,150.41
20200117T1100,238.51999
20200117T1200,180.67
20200117T1300,141.51
20200117T1400,91.67
20200117T1500,36.489998
20200117T1600,22.25
20200117T1700,9.79
20200117T1800,0.0
20200117T1900,0.0
20200117T2000,0.0
20200117T2100,0.0
20200117T2200,0.0
20200117T2300,0.0
20200118T0000,0.0
20200118T0100,0.0
20200118T0200,0.0
20200118T0300,0.0
20200118T0400,0.0
20200118T0500,0.0
20200118T0600,0.0
20200118T0700,0.0
20200118T0800,0.0
20200118T0900,32.04
20200118T1000,162.87
20200118T1100,256.32
20200118T1200,259.88
20200118T1300,348.88
20200118T1400,335.53
20200118T1500,279.46
20200118T1600,186.01
20200118T1700,74.76
20200118T1800,0.0
20200118T1900,0.0
20200118T2000,0.0
20200118T2100,0.0
20200118T2200,0.0
20200118T2300,0.0
20200119T0000,0.0
20200119T0100,0.0
20200119T0200,0.0
20200119T0300,0.0
20200119T0400,0.0
20200119T0500,0.0
20200119T0600,0.0
20200119T0700,0.0
20200119T0800,0.0
20200119T0900,18.69
20200119T1000,89.89
20200119T1100,180.67
20200119T1200,275.01
20200119T1300,315.94998
20200119T1400,226.95
20200119T1500,199.36
20200119T1600,76.54
20200119T1700,43.61
20200119T1800,0.0
20200119T1900,0.0
20200119T2000,0.0
20200119T2100,0.0
20200119T2200,0.0
20200119T2300,0.0
20200120T0000,0.0
20200120T0100,0.0
20200120T0200,0.0
20200120T0300,0.0
20200120T0400,0.0
20200120T0500,0.0
20200120T0600,0.0
20200120T0700,0.0
20200120T0800,0.0
20200120T0900,33.82
20200120T1000,161.98
20200120T1100,273.22998
20200120T1200,349.77
20200120T1300,384.47998
20200120T1400,369.35
20200120T1500,308.83
20200120T1600,208.26
20200120T1700,80.99
20200120T1800,0.0
20200120T1900,0.0
20200120T2000,0.0
20200120T2100,0.0
20200120T2200,0.0
20200120T2300,0.0
20200121T0000,0.0
20200121T0100,0.0
20200121T0200,0.0
20200121T0300,0.0
20200121T0400,0.0
20200121T0500,0.0
20200121T0600,0.0
20200121T0700,0.0
20200121T0800,0.0
20200121T0900,34.71
20200121T1000,164.65
20200121T1100,277.68
20200121T1200,354.22
20200121T1300,385.37
20200121T1400,371.13
20200121T1500,310.61
20200121T1600,210.04
20200121T1700,83.659996
20200121T1800,0.89
20200121T1900,0.0
20200121T2000,0.0
20200121T2100,0.0
20200121T2200,0.0
20200121T2300,0.0
20200122T0000,0.0
20200122T0100,0.0
20200122T0200,0.0
20200122T0300,0.0
20200122T0400,0.0
20200122T0500,0.0
20200122T0600,0.0
20200122T0700,0.0
20200122T0800,0.0
20200122T0900,36.489998
20200122T1000,168.20999
20200122T1100,281.24
20200122T1200,357.78
20200122T1300,389.82
20200122T1400,374.69
20200122T1500,314.16998
20200122T1600,213.59999
20200122T1700,87.22
20200122T1800,0.89
20200122T1900,0.0
20200122T2000,0.0
20200122T2100,0.0
20200122T2200,0.0
20200122T2300,0.0
20200123T0000,0.0
20200123T0100,0.0
20200123T0200,0.0
20200123T0300,0.0
20200123T0400,0.0
20200123T0500,0.0
20200123T0600,0.0
20200123T0700,0.0
20200123T0800,0.0
20200123T0900,38.27
20200123T1000,170.88
20200123T1100,283.91
20200123T1200,365.79
20200123T1300,394.27
20200123T1400,380.03
20200123T1500,319.51
20200123T1600,218.05
20200123T1700,91.67
20200123T1800,1.78
20200123T1900,0.0
20200123T2000,0.0
20200123T2100,0.0
20200123T2200,0.0
20200123T2300,0.0
20200124T0000,0.0
20200124T0100,0.0
20200124T0200,0.0
20200124T0300,0.0
20200124T0400,0.0
20200124T0500,0.0
20200124T0600,0.0
20200124T0700,0.0
20200124T0800,0.0
20200124T0900,41.829998
20200124T1000,163.76
20200124T1100,262.55
20200124T1200,362.22998
20200124T1300,386.25998
20200124T1400,372.02
20200124T1500,313.28
20200124T1600,226.06
20200124T1700,100.57
20200124T1800,2.67
20200124T1900,0.0
20200124T2000,0.0
20200124T2100,0.0
20200124T2200,0.0
20200124T2300,0.0
20200125T0000,0.0
20200125T0100,0.0
20200125T0200,0.0
20200125T0300,0.0
20200125T0400,0.0
20200125T0500,0.0
20200125T0600,0.0
20200125T0700,0.0
20200125T0800,0.0
20200125T0900,20.47
20200125T1000,104.13
20200125T1100,246.53
20200125T1200,307.05
20200125T1300,389.82
20200125T1400,376.47
20200125T1500,321.29
20200125T1600,233.18
20200125T1700,106.799995
20200125T1800,3.56
20200125T1900,0.0
20200125T2000,0.0
20200125T2100,0.0
20200125T2200,0.0
20200125T2300,0.0
20200126T0000,0.0
20200126T0100,0.0
20200126T0200,0.0
20200126T0300,0.0
20200126T0400,0.0
20200126T0500,0.0
20200126T0600,0.0
20200126T0700,0.0
20200126T0800,0.0
20200126T0900,48.95
20200126T1000,176.22
20200126T1100,251.87
20200126T1200,348.88
20200126T1300,385.37
20200126T1400,370.24
20200126T1500,297.26
20200126T1600,207.37
20200126T1700,104.13
20200126T1800,4.45
20200126T1900,0.0
20200126T2000,0.0
20200126T2100,0.0
20200126T2200,0.0
20200126T2300,0.0
20200127T0000,0.0
20200127T0100,0.0
20200127T0200,0.0
20200127T0300,0.0
20200127T0400,0.0
20200127T0500,0.0
20200127T0600,0.0
20200127T0700,0.0
20200127T0800,0.0
20200127T0900,51.62
20200127T1000,189.56999
20200127T1100,300.82
20200127T1200,373.8
20200127T1300,364.00998
20200127T1400,234.06999
20200127T1500,134.39
20200127T1600,131.72
20200127T1700,52.51
20200127T1800,2.67
20200127T1900,0.0
20200127T2000,0.0
20200127T2100,0.0
20200127T2200,0.0
20200127T2300,0.0
20200128T0000,0.0
20200128T0100,0.0
20200128T0200,0.0
20200128T0300,0.0
20200128T0400,0.0
20200128T0500,0.0
20200128T0600,0.0
20200128T0700,0.0
20200128T0800,0.0
20200128T0900,36.489998
20200128T1000,186.9
20200128T1100,106.799995
20200128T1200,36.489998
20200128T1300,237.62999
20200128T1400,118.369995
20200128T1500,237.62999
20200128T1600,219.83
20200128T1700,108.58
20200128T1800,5.34
20200128T1900,0.0
20200128T2000,0.0
20200128T2100,0.0
20200128T2200,0.0
20200128T2300,0.0
20200129T0000,0.0
20200129T0100,0.0
20200129T0200,0.0
20200129T0300,0.0
20200129T0400,0.0
20200129T0500,0.0
20200129T0600,0.0
20200129T0700,0.0
20200129T0800,0.0
20200129T0900,55.18
20200129T1000,135.28
20200129T1100,148.63
20200129T1200,185.12
20200129T1300,366.68
20200129T1400,171.77
20200129T1500,169.98999
20200129T1600,97.9
20200129T1700,50.73
20200129T1800,5.34
20200129T1900,0.0
20200129T2000,0.0
20200129T2100,0.0
20200129T2200,0.0
20200129T2300,0.0
20200130T0000,0.0
20200130T0100,0.0
20200130T0200,0.0
20200130T0300,0.0
20200130T0400,0.0
20200130T0500,0.0
20200130T0600,0.0
20200130T0700,0.0
20200130T0800,0.0
20200130T0900,50.73
20200130T1000,195.8
20200130T1100,311.5
20200130T1200,358.66998
20200130T1300,378.25
20200130T1400,349.77
20200130T1500,264.33
20200130T1600,193.12999
20200130T1700,92.56
20200130T1800,3.56
20200130T1900,0.0
20200130T2000,0.0
20200130T2100,0.0
20200130T2200,0.0
20200130T2300,0.0
20200131T0000,0.0
20200131T0100,0.0
20200131T0200,0.0
20200131T0300,0.0
20200131T0400,0.0
20200131T0500,0.0
20200131T0600,0.0
20200131T0700,0.0
20200131T0800,0.0
20200131T0900,53.399998
20200131T1000,189.56999
20200131T1100,303.49
20200131T1200,323.96
20200131T1300,396.94
20200131T1400,396.94
20200131T1500,339.09
20200131T1600,234.95999
20200131T1700,118.369995
20200131T1800,8.9
20200131T1900,0.0
20200131T2000,0.0
20200131T2100,0.0
20200131T2200,0.0
20200131T2300,0.0
20200201T0000,0.0
20200201T0100,0.0
20200201T0200,0.0
20200201T0300,0.0
20200201T0400,0.0
20200201T0500,0.0
20200201T0600,0.0
20200201T0700,0.0
20200201T0800,0.0
20200201T0900,64.97
20200201T1000,178.0
20200201T1100,147.73999
20200201T1200,105.02
20200201T1300,147.73999
20200201T1400,88.11
20200201T1500,101.46
20200201T1600,51.62
20200201T1700,33.82
20200201T1800,6.23
20200201T1900,0.0
20200201T2000,0.0
20200201T2100,0.0
20200201T2200,0.0
20200201T2300,0.0
20200202T0000,0.0
20200202T0100,0.0
20200202T0200,0.0
20200202T0300,0.0
20200202T0400,0.0
20200202T0500,0.0
20200202T0600,0.0
20200202T0700,0.0
20200202T0800,0.0
20200202T0900,40.05
20200202T1000,103.24
20200202T1100,76.54
20200202T1200,91.67
20200202T1300,94.34
20200202T1400,189.56999
20200202T1500,309.72
20200202T1600,242.08
20200202T1700,107.689995
20200202T1800,9.79
20200202T1900,0.0
20200202T2000,0.0
20200202T2100,0.0
20200202T2200,0.0
20200202T2300,0.0
20200203T0000,0.0
20200203T0100,0.0
20200203T0200,0.0
20200203T0300,0.0
20200203T0400,0.0
20200203T0500,0.0
20200203T0600,0.0
20200203T0700,0.0
20200203T0800,0.0
20200203T0900,16.02
20200203T1000,45.39
20200203T1100,98.79
20200203T1200,194.02
20200203T1300,280.35
20200203T1400,181.56
20200203T1500,205.59
20200203T1600,228.73
20200203T1700,141.51
20200203T1800,16.02
20200203T1900,0.0
20200203T2000,0.0
20200203T2100,0.0
20200203T2200,0.0
20200203T2300,0.0
20200204T0000,0.0
20200204T0100,0.0
20200204T0200,0.0
20200204T0300,0.0
20200204T0400,0.0
20200204T0500,0.0
20200204T0600,0.0
20200204T0700,0.0
20200204T0800,0.0
20200204T0900,74.76
20200204T1000,174.44
20200204T1100,137.95
20200204T1200,212.70999
20200204T1300,113.03
20200204T1400,131.72
20200204T1500,121.93
20200204T1600,153.08
20200204T1700,72.09
20200204T1800,8.01
20200204T1900,0.0
20200204T2000,0.0
20200204T2100,0.0
20200204T2200,0.0
20200204T2300,0.0
20200205T0000,0.0
20200205T0100,0.0
20200205T0200,0.0
20200205T0300,0.0
20200205T0400,0.0
20200205T0500,0.0
20200205T0600,0.0
20200205T0700,0.0
20200205T0800,0.0
20200205T0900,47.17
20200205T1000,113.92
20200205T1100,178.0
20200205T1200,320.4
20200205T1300,410.29
20200205T1400,446.78
20200205T1500,388.04
20200205T1600,284.8
20200205T1700,148.63
20200205T1800,18.69
20200205T1900,0.0
20200205T2000,0.0
20200205T2100,0.0
20200205T2200,0.0
20200205T2300,0.0
20200206T0000,0.0
20200206T0100,0.0
20200206T0200,0.0
20200206T0300,0.0
20200206T0400,0.0
20200206T0500,0.0
20200206T0600,0.0
20200206T0700,0.0
20200206T0800,0.0
20200206T0900,78.32
20200206T1000,202.92
20200206T1100,313.28
20200206T1200,419.19
20200206T1300,459.24
20200206T1400,445.0
20200206T1500,384.47998
20200206T1600,283.02
20200206T1700,152.19
20200206T1800,20.47
20200206T1900,0.0
20200206T2000,0.0
20200206T2100,0.0
20200206T2200,0.0
20200206T2300,0.0
20200207T0000,0.0
20200207T0100,0.0
20200207T0200,0.0
20200207T0300,0.0
20200207T0400,0.0
20200207T0500,0.0
20200207T0600,0.0
20200207T0700,0.0
20200207T0800,0.0
20200207T0900,83.659996
20200207T1000,230.51
20200207T1100,349.77
20200207T1200,430.75998
20200207T1300,466.36
20200207T1400,453.00998
20200207T1500,392.49
20200207T1600,290.13998
20200207T1700,158.42
20200207T1800,23.14
20200207T1900,0.0
20200207T2000,0.0
20200207T2100,0.0
20200207T2200,0.0
20200207T2300,0.0
20200208T0000,0.0
20200208T0100,0.0
20200208T0200,0.0
20200208T0300,0.0
20200208T0400,0.0
20200208T0500,0.0
20200208T0600,0.0
20200208T0700,0.0
20200208T0800,0.89
20200208T0900,92.56
20200208T1000,197.58
20200208T1100,315.94998
20200208T1200,425.41998
20200208T1300,461.91
20200208T1400,454.78998
20200208T1500,391.6
20200208T1600,288.36
20200208T1700,158.42
20200208T1800,24.029999
20200208T1900,0.0
20200208T2000,0.0
20200208T2100,0.0
20200208T2200,0.0
20200208T2300,0.0
20200209T0000,0.0
20200209T0100,0.0
20200209T0200,0.0
20200209T0300,0.0
20200209T0400,0.0
20200209T0500,0.0
20200209T0600,0.0
20200209T0700,0.0
20200209T0800,0.89
20200209T0900,88.11
20200209T1000,242.08
20200209T1100,357.78
20200209T1200,418.3
20200209T1300,465.47
20200209T1400,423.63998
20200209T1500,277.68
20200209T1600,224.28
20200209T1700,70.31
20200209T1800,12.46
20200209T1900,0.0
20200209T2000,0.0
20200209T2100,0.0
20200209T2200,0.0
20200209T2300,0.0
20200210T0000,0.0
20200210T0100,0.0
20200210T0200,0.0
20200210T0300,0.0
20200210T0400,0.0
20200210T0500,0.0
20200210T0600,0.0
20200210T0700,0.0
20200210T0800,0.89
20200210T0900,46.28
20200210T1000,135.28
20200210T1100,226.06
20200210T1200,198.47
20200210T1300,184.23
20200210T1400,287.47
20200210T1500,135.28
20200210T1600,147.73999
20200210T1700,118.369995
20200210T1800,12.46
20200210T1900,0.0
20200210T2000,0.0
20200210T2100,0.0
20200210T2200,0.0
20200210T2300,0.0
20200211T0000,0.0
20200211T0100,0.0
20200211T0200,0.0
20200211T0300,0.0
20200211T0400,0.0
20200211T0500,0.0
20200211T0600,0.0
20200211T0700,0.0
20200211T0800,1.78
20200211T0900,97.9
20200211T1000,243.86
20200211T1100,350.66
20200211T1200,416.52
20200211T1300,373.8
20200211T1400,441.44
20200211T1500,385.37
20200211T1600,286.58
20200211T1700,163.76
20200211T1800,32.04
20200211T1900,0.0
20200211T2000,0.0
20200211T2100,0.0
20200211T2200,0.0
20200211T2300,0.0
20200212T0000,0.0
20200212T0100,0.0
20200212T0200,0.0
20200212T0300,0.0
20200212T0400,0.0
20200212T0500,0.0
20200212T0600,0.0
20200212T0700,0.0
20200212T0800,2.67
20200212T0900,106.799995
20200212T1000,223.39
20200212T1100,259.88
20200212T1200,240.3
20200212T1300,347.99
20200212T1400,461.91
20200212T1500,271.44998
20200212T1600,130.83
20200212T1700,80.99
20200212T1800,32.93
20200212T1900,0.0
20200212T2000,0.0
20200212T2100,0.0
20200212T2200,0.0
20200212T2300,0.0
20200213T0000,0.0
20200213T0100,0.0
20200213T0200,0.0
20200213T0300,0.0
20200213T0400,0.0
20200213T0500,0.0
20200213T0600,0.0
20200213T0700,0.0
20200213T0800,3.56
20200213T0900,67.64
20200213T1000,105.02
20200213T1100,265.22
20200213T1200,218.05
20200213T1300,283.91
20200213T1400,395.16
20200213T1500,319.51
20200213T1600,218.05
20200213T1700,78.32
20200213T1800,9.79
20200213T1900,0.0
20200213T2000,0.0
20200213T2100,0.0
20200213T2200,0.0
20200213T2300,0.0
20200214T0000,0.0
20200214T0100,0.0
20200214T0200,0.0
20200214T0300,0.0
20200214T0400,0.0
20200214T0500,0.0
20200214T0600,0.0
20200214T0700,0.0
20200214T0800,4.45
20200214T0900,113.03
20200214T1000,248.31
20200214T1100,352.44
20200214T1200,447.66998
20200214T1300,318.62
20200214T1400,305.27
20200214T1500,202.03
20200214T1600,155.75
20200214T1700,86.33
20200214T1800,29.369999
20200214T1900,0.0
20200214T2000,0.0
20200214T2100,0.0
20200214T2200,0.0
20200214T2300,0.0
20200215T0000,0.0
20200215T0100,0.0
20200215T0200,0.0
20200215T0300,0.0
20200215T0400,0.0
20200215T0500,0.0
20200215T0600,0.0
20200215T0700,0.0
20200215T0800,5.34
20200215T0900,125.49
20200215T1000,274.12
20200215T1100,390.71
20200215T1200,469.91998
20200215T1300,502.85
20200215T1400,491.28
20200215T1500,431.65
20200215T1600,322.18
20200215T1700,191.34999
20200215T1800,47.17
20200215T1900,0.0
20200215T2000,0.0
20200215T2100,0.0
20200215T2200,0.0
20200215T2300,0.0
20200216T0000,0.0
20200216T0100,0.0
20200216T0200,0.0
20200216T0300,0.0
20200216T0400,0.0
20200216T0500,0.0
20200216T0600,0.0
20200216T0700,0.0
20200216T0800,2.67
20200216T0900,44.5
20200216T1000,147.73999
20200216T1100,314.16998
20200216T1200,455.68
20200216T1300,285.69
20200216T1400,360.44998
20200216T1500,335.53
20200216T1600,298.15
20200216T1700,204.7
20200216T1800,53.399998
20200216T1900,0.0
20200216T2000,0.0
20200216T2100,0.0
20200216T2200,0.0
20200216T2300,0.0
20200217T0000,0.0
20200217T0100,0.0
20200217T0200,0.0
20200217T0300,0.0
20200217T0400,0.0
20200217T0500,0.0
20200217T0600,0.0
20200217T0700,0.0
20200217T0800,2.67
20200217T0900,56.96
20200217T1000,142.4
20200217T1100,160.2
20200217T1200,199.36
20200217T1300,79.21
20200217T1400,72.09
20200217T1500,54.29
20200217T1600,55.18
20200217T1700,71.2
20200217T1800,35.6
20200217T1900,0.0
20200217T2000,0.0
20200217T2100,0.0
20200217T2200,0.0
20200217T2300,0.0
20200218T0000,0.0
20200218T0100,0.0
20200218T0200,0.0
20200218T0300,0.0
20200218T0400,0.0
20200218T0500,0.0
20200218T0600,0.0
20200218T0700,0.0
20200218T0800,8.9
20200218T0900,130.83
20200218T1000,272.34
20200218T1100,384.47998
20200218T1200,438.77
20200218T1300,487.72
20200218T1400,476.15
20200218T1500,420.97
20200218T1600,331.97
20200218T1700,209.15
20200218T1800,54.29
20200218T1900,0.0
20200218T2000,0.0
20200218T2100,0.0
20200218T2200,0.0
20200218T2300,0.0
20200219T0000,0.0
20200219T0100,0.0
20200219T0200,0.0
20200219T0300,0.0
20200219T0400,0.0
20200219T0500,0.0
20200219T0600,0.0
20200219T0700,0.0
20200219T0800,12.46
20200219T0900,139.73
20200219T1000,211.81999
20200219T1100,172.66
20200219T1200,227.84
20200219T1300,347.99
20200219T1400,350.66
20200219T1500,408.50998
20200219T1600,310.61
20200219T1700,81.88
20200219T1800,24.92
20200219T1900,0.0
20200219T2000,0.0
20200219T2100,0.0
20200219T2200,0.0
20200219T2300,0.0
20200220T0000,0.0
20200220T0100,0.0
20200220T0200,0.0
20200220T0300,0.0
20200220T0400,0.0
20200220T0500,0.0
20200220T0600,0.0
20200220T0700,0.0
20200220T0800,14.24
20200220T0900,148.63
20200220T1000,297.26
20200220T1100,415.63
20200220T1200,469.03
20200220T1300,372.02
20200220T1400,383.59
20200220T1500,336.41998
20200220T1600,346.21
20200220T1700,216.26999
20200220T1800,62.3
20200220T1900,0.0
20200220T2000,0.0
20200220T2100,0.0
20200220T2200,0.0
20200220T2300,0.0
20200221T0000,0.0
20200221T0100,0.0
20200221T0200,0.0
20200221T0300,0.0
20200221T0400,0.0
20200221T0500,0.0
20200221T0600,0.0
20200221T0700,0.0
20200221T0800,16.91
20200221T0900,159.31
20200221T1000,302.6
20200221T1100,420.08
20200221T1200,506.41
20200221T1300,538.45
20200221T1400,525.1
20200221T1500,457.46
20200221T1600,353.33
20200221T1700,231.4
20200221T1800,73.869995
20200221T1900,0.0
20200221T2000,0.0
20200221T2100,0.0
20200221T2200,0.0
20200221T2300,0.0
20200222T0000,0.0
20200222T0100,0.0
20200222T0200,0.0
20200222T0300,0.0
20200222T0400,0.0
20200222T0500,0.0
20200222T0600,0.0
20200222T0700,0.0
20200222T0800,19.58
20200222T0900,161.98
20200222T1000,312.38998
20200222T1100,428.97998
20200222T1200,503.74
20200222T1300,537.56
20200222T1400,523.32
